State,District,Water_Source,pH,Dissolved_Oxygen,BOD,COD,TDS,Conductivity,Turbidity,Nitrate,Phosphate,Temperature,Hardness,Chloride,Sulfate,WQI,Quality
Delhi,New Delhi,Groundwater,7.92,6.16,1.55,25.96,280,303,9.37,29.94,0.68,19.0,61,21,205,29,Unsafe
Delhi,New Delhi,Lake,7.64,7.74,6.61,33.89,410,478,6.99,39.09,0.2,33.9,272,156,48,24,Unsafe
Kerala,Thiruvananthapuram,River,6.89,4.5,3.91,36.08,667,374,9.51,20.7,2.27,19.0,251,155,30,8,Unsafe
Tamil Nadu,Chennai,River,8.11,6.74,6.15,34.43,286,782,7.78,31.02,0.85,27.4,345,62,208,24,Unsafe
Telangana,Hyderabad,Reservoir,8.54,5.89,6.0,26.73,271,698,8.55,6.13,0.23,26.3,142,33,20,28,Unsafe
Tamil Nadu,Coimbatore,Groundwater,7.52,4.72,6.06,14.42,526,529,6.53,2.08,2.09,19.9,306,130,79,26,Unsafe
Delhi,New Delhi,River,8.09,7.12,4.07,32.55,205,860,2.92,2.96,1.1,21.3,149,47,88,57,Poor
Telangana,Warangal,Reservoir,7.91,5.07,7.17,37.07,684,392,9.84,37.1,0.61,35.0,347,177,169,0,Unsafe
Karnataka,Mangaluru,Groundwater,7.42,4.93,4.87,36.71,143,209,2.44,25.54,0.74,35.0,141,41,26,42,Poor
Karnataka,Mangaluru,Groundwater,8.29,8.99,4.31,24.77,145,213,3.81,33.31,1.71,26.0,116,92,182,50,Poor
Andhra Pradesh,Visakhapatnam,Lake,7.04,5.9,6.07,31.54,307,629,1.7,24.18,0.41,26.8,252,152,180,40,Poor
Delhi,New Delhi,Groundwater,6.93,8.23,2.25,44.48,232,865,7.67,17.76,1.45,19.1,325,33,21,53,Poor
Karnataka,Mysuru,River,8.54,8.65,6.37,44.51,121,672,6.11,1.53,1.35,25.0,339,108,127,54,Poor
Maharashtra,Pune,Groundwater,6.61,6.99,2.07,28.11,657,386,0.62,4.49,2.49,31.5,231,57,78,48,Poor
Kerala,Kozhikode,Groundwater,7.76,4.74,1.78,33.52,532,564,2.36,29.77,1.47,18.5,234,170,106,27,Unsafe
Delhi,New Delhi,Lake,6.72,6.34,5.93,36.01,266,202,8.93,23.27,0.61,33.6,313,126,146,28,Unsafe
Telangana,Warangal,Groundwater,7.69,4.96,2.94,12.65,689,658,3.94,27.42,2.15,24.4,199,141,141,18,Unsafe
Gujarat,Surat,Lake,7.62,6.52,4.58,33.73,319,229,5.25,3.37,2.41,22.3,252,78,175,47,Poor
Telangana,Warangal,River,7.71,6.55,7.93,32.43,520,667,8.16,5.37,0.48,31.7,307,34,56,25,Unsafe
Kerala,Kochi,Reservoir,6.81,7.65,3.65,33.86,232,264,8.45,27.88,1.71,34.2,97,78,76,40,Poor
Tamil Nadu,Coimbatore,River,7.31,8.34,2.9,29.51,282,497,6.28,35.37,2.25,25.0,271,33,187,45,Poor
Maharashtra,Pune,Reservoir,6.64,7.83,7.22,20.74,490,690,0.64,20.97,2.14,32.3,349,154,82,41,Poor
Maharashtra,Mumbai,Reservoir,7.15,5.98,1.84,16.66,244,881,3.07,35.61,1.23,33.7,266,129,168,44,Poor
Uttar Pradesh,Varanasi,Lake,7.78,7.64,5.56,27.45,116,415,3.13,1.86,0.72,25.6,76,119,158,63,Moderate
Delhi,New Delhi,River,7.31,8.55,6.37,27.6,526,197,4.07,20.16,0.2,26.7,153,111,97,42,Poor
Telangana,Nizamabad,Reservoir,8.33,6.15,4.12,13.2,565,405,0.79,30.02,2.1,23.5,335,21,177,26,Unsafe
Andhra Pradesh,Guntur,Lake,7.86,8.81,5.43,22.96,293,424,6.59,22.0,1.84,19.3,80,125,46,44,Poor
Tamil Nadu,Coimbatore,Lake,7.47,7.37,7.24,29.25,286,696,1.67,38.24,1.93,21.0,195,164,98,38,Unsafe
Telangana,Nizamabad,Lake,6.89,7.63,4.99,44.39,695,728,6.16,22.63,1.52,31.6,118,154,42,26,Unsafe
Andhra Pradesh,Guntur,Groundwater,7.56,9.29,2.63,34.97,445,856,2.91,18.62,1.6,22.1,111,85,214,57,Poor
Andhra Pradesh,Guntur,Lake,6.73,6.31,1.32,41.83,132,431,3.5,29.38,0.22,20.8,227,104,112,50,Poor
Maharashtra,Mumbai,Reservoir,6.72,5.27,2.19,36.25,106,650,3.89,31.17,1.28,34.8,349,78,194,43,Poor
West Bengal,Kolkata,River,7.23,7.74,2.19,19.22,363,450,2.12,6.48,1.39,28.3,123,71,28,64,Moderate
Karnataka,Mangaluru,River,7.19,8.11,7.77,27.08,83,527,2.37,5.84,1.04,25.9,184,61,33,66,Moderate
Maharashtra,Nagpur,Lake,8.05,8.84,4.25,12.34,492,437,5.67,30.19,0.9,18.4,81,107,138,35,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,6.76,8.73,6.79,26.13,208,464,6.98,9.36,1.23,31.2,89,110,205,52,Poor
Gujarat,Surat,Groundwater,7.94,8.71,4.17,31.35,559,477,3.8,22.52,0.3,32.3,223,124,22,40,Poor
Tamil Nadu,Madurai,Reservoir,7.04,9.13,6.13,34.72,268,493,1.15,13.17,1.26,31.8,229,134,192,65,Moderate
Andhra Pradesh,Visakhapatnam,Lake,7.47,7.48,2.05,39.25,576,748,4.06,28.1,2.46,29.4,181,106,79,38,Unsafe
Delhi,New Delhi,Groundwater,7.93,8.66,2.3,37.78,156,439,0.68,32.02,0.25,29.9,325,31,160,61,Moderate
Delhi,New Delhi,Groundwater,7.94,7.43,2.18,34.68,492,275,3.59,28.07,2.33,33.4,258,156,209,38,Unsafe
West Bengal,Siliguri,River,7.02,7.1,2.46,36.96,483,558,7.36,4.9,0.24,20.3,237,158,141,45,Poor
Telangana,Nizamabad,Reservoir,7.99,8.33,2.62,24.81,355,865,4.78,4.0,1.64,33.5,145,99,94,56,Poor
Kerala,Kochi,Groundwater,7.64,5.47,2.8,24.72,156,735,5.43,31.33,2.38,34.9,132,66,70,37,Unsafe
Maharashtra,Pune,Lake,8.42,6.05,3.13,34.6,378,489,2.23,24.02,0.89,26.3,137,63,55,35,Unsafe
Maharashtra,Nagpur,River,7.03,4.78,4.26,38.03,526,183,3.16,27.61,1.89,24.7,137,76,193,25,Unsafe
Tamil Nadu,Coimbatore,Groundwater,8.32,8.24,2.44,15.04,476,401,2.34,2.75,1.53,31.1,347,175,218,54,Poor
Maharashtra,Pune,Reservoir,7.05,5.32,1.36,31.75,454,252,8.41,9.07,1.85,31.7,302,49,195,35,Unsafe
West Bengal,Kolkata,Groundwater,8.1,8.61,7.35,42.08,616,490,8.26,31.02,2.08,26.1,131,100,188,16,Unsafe
Gujarat,Surat,Reservoir,6.62,7.43,1.38,18.01,256,652,4.88,5.54,1.0,33.0,84,24,105,59,Poor
Gujarat,Ahmedabad,River,6.81,6.01,3.42,11.3,111,547,5.0,17.69,0.33,32.2,283,167,156,49,Poor
Maharashtra,Nagpur,River,7.05,8.45,2.79,10.49,136,253,3.2,4.01,0.14,18.2,283,177,199,74,Moderate
Tamil Nadu,Chennai,Reservoir,7.67,9.15,6.13,31.22,405,237,4.17,8.97,0.72,28.6,307,30,102,53,Poor
West Bengal,Siliguri,Lake,6.8,5.83,3.11,38.54,394,644,5.47,1.59,1.09,31.8,83,107,87,44,Poor
Maharashtra,Pune,Groundwater,7.31,8.36,6.68,32.19,566,447,0.53,32.18,0.88,22.6,240,107,142,40,Poor
Gujarat,Ahmedabad,Reservoir,7.73,9.06,3.66,44.16,176,273,1.15,3.09,0.61,33.4,318,43,28,75,Good
Gujarat,Ahmedabad,Lake,6.48,8.39,2.72,41.01,566,607,4.68,12.82,1.52,27.0,209,71,187,44,Poor
Gujarat,Surat,Reservoir,6.52,4.98,7.31,21.43,352,258,4.76,21.07,2.02,26.1,334,132,85,23,Unsafe
Kerala,Kochi,Lake,6.79,7.83,2.4,40.46,591,303,2.61,34.85,1.86,24.3,148,23,142,37,Unsafe
Kerala,Kochi,Lake,8.51,5.81,6.22,22.28,543,869,4.53,18.99,2.48,24.4,197,84,184,18,Unsafe
Uttar Pradesh,Kanpur,Lake,7.94,6.03,1.09,30.57,299,203,4.0,27.33,1.41,30.8,289,95,115,40,Poor
Andhra Pradesh,Guntur,Lake,8.02,6.82,1.61,13.29,90,314,4.75,17.59,2.48,27.9,156,75,158,54,Poor
Telangana,Hyderabad,River,6.82,7.05,4.58,20.0,231,782,2.08,18.75,2.09,28.8,292,46,180,52,Poor
Telangana,Nizamabad,Lake,8.49,9.41,7.98,21.15,265,627,4.99,23.81,1.48,30.4,102,113,32,40,Poor
Delhi,New Delhi,Lake,7.06,8.39,6.7,32.31,637,669,9.56,16.87,1.88,18.3,277,54,159,26,Unsafe
Andhra Pradesh,Guntur,Lake,6.52,5.04,6.19,24.29,565,239,5.12,2.6,1.77,29.9,120,76,136,25,Unsafe
West Bengal,Siliguri,Lake,6.39,6.55,4.84,34.01,470,465,6.95,19.96,2.43,21.7,183,79,197,26,Unsafe
Karnataka,Bengaluru,Groundwater,8.54,8.51,3.8,44.04,229,436,4.55,38.82,2.28,22.6,221,161,86,39,Unsafe
Delhi,New Delhi,Reservoir,8.43,6.0,6.99,12.11,264,740,5.55,33.05,0.86,33.3,161,173,71,20,Unsafe
Andhra Pradesh,Vijayawada,Groundwater,8.1,8.09,3.19,22.99,494,694,3.08,20.09,1.01,18.5,188,124,203,43,Poor
Maharashtra,Mumbai,Groundwater,6.4,4.59,6.19,10.04,604,373,5.03,12.86,1.43,19.5,132,49,74,16,Unsafe
Andhra Pradesh,Guntur,River,7.74,7.64,2.12,44.95,542,333,4.3,9.72,0.68,33.2,293,37,98,47,Poor
Telangana,Warangal,Reservoir,6.76,7.03,3.85,37.29,291,543,5.44,28.55,2.32,26.6,201,99,118,39,Unsafe
Andhra Pradesh,Visakhapatnam,Lake,8.34,5.14,2.27,42.13,463,361,9.2,4.01,0.86,21.1,239,141,59,25,Unsafe
Tamil Nadu,Madurai,Reservoir,8.53,9.39,2.81,10.01,337,314,5.32,1.8,1.36,29.3,262,74,21,58,Poor
Tamil Nadu,Chennai,River,7.86,4.68,3.3,24.75,560,280,6.75,21.13,1.92,25.9,86,103,108,17,Unsafe
Kerala,Kochi,Reservoir,8.59,7.19,6.55,30.52,568,360,7.37,23.34,2.09,20.5,248,72,130,15,Unsafe
Andhra Pradesh,Visakhapatnam,Reservoir,6.46,4.64,6.01,42.44,116,182,9.48,1.4,1.12,19.4,280,82,213,33,Unsafe
Kerala,Kochi,Groundwater,7.47,5.69,6.86,34.02,124,585,5.78,12.89,0.11,29.3,167,125,138,42,Poor
Karnataka,Mangaluru,Lake,8.13,8.38,4.37,18.22,419,642,8.21,28.99,0.47,30.0,80,171,113,30,Unsafe
Delhi,New Delhi,Groundwater,7.58,7.94,1.34,10.14,406,571,3.18,19.64,2.17,25.5,302,82,94,54,Poor
Delhi,New Delhi,River,7.52,6.26,6.02,33.7,273,617,5.29,8.83,0.55,31.6,316,170,121,43,Poor
Telangana,Nizamabad,River,7.34,8.16,3.2,19.04,694,684,1.02,2.76,0.54,28.6,340,176,165,54,Poor
Kerala,Kochi,Groundwater,7.84,4.86,2.98,12.87,165,539,3.14,28.06,1.63,33.9,118,103,200,38,Unsafe
Kerala,Kozhikode,Reservoir,6.32,6.93,2.98,22.63,433,510,6.62,35.6,0.95,31.8,183,134,39,25,Unsafe
Karnataka,Mangaluru,Lake,6.76,9.17,5.7,41.81,507,417,5.11,7.96,1.89,22.3,187,99,146,48,Poor
Uttar Pradesh,Varanasi,Groundwater,8.01,4.8,2.2,16.62,666,643,6.66,1.93,1.6,33.0,296,119,201,24,Unsafe
Karnataka,Bengaluru,Groundwater,6.49,8.66,4.52,30.96,174,461,5.01,30.82,0.11,28.0,124,65,106,48,Poor
Maharashtra,Nagpur,Lake,6.31,6.26,7.41,38.8,93,499,8.31,17.72,1.88,31.5,348,49,203,32,Unsafe
Karnataka,Bengaluru,River,7.25,7.38,3.1,23.97,623,632,7.77,29.54,2.42,23.5,196,20,204,27,Unsafe
Kerala,Kochi,Lake,6.85,5.21,3.1,18.54,668,238,5.87,33.26,0.24,22.8,341,145,207,14,Unsafe
Gujarat,Surat,River,7.59,6.25,5.33,21.59,511,664,2.87,22.92,0.46,29.2,196,171,47,32,Unsafe
Telangana,Hyderabad,Lake,7.23,7.33,3.07,11.84,301,895,8.48,27.57,1.86,32.4,124,61,194,39,Unsafe
Gujarat,Ahmedabad,Groundwater,7.08,7.07,7.75,29.44,130,218,8.45,34.58,0.29,32.8,307,133,199,31,Unsafe
Delhi,New Delhi,Lake,6.33,4.87,7.6,34.88,98,534,9.51,30.93,2.21,25.1,200,132,202,16,Unsafe
Andhra Pradesh,Guntur,Groundwater,6.87,5.06,5.71,33.67,280,561,8.17,13.46,1.73,30.7,197,64,150,29,Unsafe
Uttar Pradesh,Varanasi,Reservoir,8.55,7.41,5.75,20.69,407,476,4.9,28.17,1.2,28.9,159,74,102,27,Unsafe
Telangana,Warangal,River,8.43,8.54,1.91,12.92,324,393,9.16,37.38,1.95,19.5,78,143,54,31,Unsafe
Tamil Nadu,Chennai,Lake,6.81,9.35,6.66,13.5,624,459,4.76,18.87,1.42,21.8,89,72,98,38,Unsafe
Tamil Nadu,Madurai,River,8.57,5.37,7.55,27.02,607,490,3.02,34.85,0.4,20.3,177,84,56,5,Unsafe
West Bengal,Kolkata,Lake,7.36,9.33,3.68,30.37,227,594,3.39,31.59,1.82,21.0,215,159,110,58,Poor
Kerala,Thiruvananthapuram,Lake,6.62,6.06,3.32,11.29,347,820,1.96,37.85,0.72,32.1,246,42,86,34,Unsafe
Karnataka,Mysuru,Reservoir,6.85,7.94,7.26,11.46,673,572,1.54,12.32,1.54,33.4,273,33,215,38,Unsafe
Karnataka,Bengaluru,Lake,7.41,7.35,2.24,30.79,679,642,8.93,7.17,2.25,20.5,183,135,194,34,Unsafe
Uttar Pradesh,Kanpur,River,7.02,6.83,4.95,42.52,309,892,7.53,32.79,0.68,29.8,217,66,203,31,Unsafe
Maharashtra,Mumbai,Groundwater,8.58,8.99,5.11,31.82,491,571,1.8,19.59,0.23,23.7,185,103,198,43,Poor
Delhi,New Delhi,River,7.91,4.8,7.44,19.2,540,224,4.21,39.16,0.96,24.0,320,133,195,6,Unsafe
Uttar Pradesh,Lucknow,Lake,7.99,7.19,2.61,19.12,221,636,1.71,36.61,0.49,20.4,324,51,137,46,Poor
Delhi,New Delhi,Groundwater,8.15,7.14,4.75,23.96,424,450,2.85,36.09,1.32,29.1,270,125,35,30,Unsafe
Telangana,Nizamabad,River,7.7,8.71,4.71,41.0,448,478,7.36,25.08,0.97,19.0,217,34,58,37,Unsafe
Telangana,Hyderabad,Lake,7.98,8.37,6.06,22.05,419,424,2.95,14.12,0.16,21.3,181,152,74,46,Poor
Andhra Pradesh,Vijayawada,Groundwater,7.53,9.44,2.22,19.37,106,551,9.57,17.99,2.19,28.8,167,95,197,60,Moderate
Tamil Nadu,Chennai,River,7.67,5.83,5.98,20.41,205,526,8.19,9.4,1.22,27.4,324,131,157,36,Unsafe
Kerala,Kozhikode,Groundwater,7.01,9.12,5.84,26.57,638,230,5.35,10.19,1.88,33.2,69,135,89,43,Poor
Andhra Pradesh,Guntur,Lake,8.42,7.61,3.94,11.75,144,408,1.61,16.3,1.77,25.5,186,102,151,55,Poor
Maharashtra,Mumbai,Groundwater,7.53,9.24,6.13,35.73,399,824,2.23,29.28,1.15,29.3,283,23,159,48,Poor
Delhi,New Delhi,River,7.82,5.55,4.7,20.48,689,827,6.49,5.07,0.78,22.5,340,174,157,22,Unsafe
Karnataka,Mangaluru,Lake,6.84,9.26,3.69,35.91,231,638,4.43,19.04,1.54,29.7,92,105,212,60,Moderate
West Bengal,Siliguri,River,7.3,7.57,3.84,21.78,280,266,5.71,16.8,0.32,18.7,255,97,189,50,Poor
Karnataka,Mysuru,Reservoir,8.13,4.79,5.86,31.23,415,268,8.59,10.98,2.48,23.5,245,69,138,18,Unsafe
Karnataka,Mangaluru,Groundwater,8.2,6.99,4.14,25.32,592,711,8.17,22.59,1.05,18.3,292,142,180,19,Unsafe
Maharashtra,Nagpur,Reservoir,7.62,6.81,4.22,32.87,668,258,6.26,21.63,2.1,20.6,316,21,130,24,Unsafe
Karnataka,Mysuru,Reservoir,7.67,7.39,5.48,19.43,523,787,0.52,36.54,1.01,18.4,68,92,121,34,Unsafe
Maharashtra,Nagpur,Groundwater,7.73,8.04,1.39,21.23,167,414,6.86,20.19,0.33,22.8,338,159,70,55,Poor
Tamil Nadu,Coimbatore,Lake,7.22,5.47,2.81,27.47,489,707,4.28,27.68,0.6,35.0,97,149,138,32,Unsafe
Karnataka,Bengaluru,River,7.03,7.28,2.16,20.41,99,685,3.21,24.71,0.63,19.5,174,106,129,60,Moderate
Tamil Nadu,Madurai,Reservoir,8.49,4.94,6.33,19.23,692,372,9.2,4.96,1.95,23.3,285,77,60,5,Unsafe
Andhra Pradesh,Vijayawada,River,8.15,7.57,4.59,40.06,123,714,1.58,25.46,1.42,27.5,151,104,89,52,Poor
Maharashtra,Pune,Lake,7.3,5.09,4.8,12.67,105,419,5.68,25.89,1.6,23.3,196,92,123,39,Unsafe
Telangana,Hyderabad,Lake,6.61,7.59,3.96,29.55,249,840,7.4,24.42,2.14,34.1,192,133,59,40,Poor
West Bengal,Siliguri,River,7.86,8.79,1.14,15.23,486,791,1.8,1.2,2.0,27.0,99,132,179,65,Moderate
Tamil Nadu,Madurai,Lake,7.51,9.1,5.39,36.1,367,331,7.38,26.25,2.08,29.4,68,143,71,42,Poor
Delhi,New Delhi,Reservoir,8.07,6.11,6.25,33.7,355,692,6.47,34.67,1.1,32.8,262,55,79,19,Unsafe
Gujarat,Surat,River,6.42,5.07,6.07,15.53,160,355,8.17,13.39,0.3,21.1,344,58,55,30,Unsafe
Karnataka,Bengaluru,Groundwater,7.3,6.49,5.42,23.29,299,849,2.49,36.19,1.55,25.8,210,153,48,38,Unsafe
West Bengal,Siliguri,River,7.22,8.69,5.38,44.27,682,774,3.29,15.07,1.18,31.4,212,149,165,43,Poor
Tamil Nadu,Chennai,Groundwater,7.97,6.5,5.04,14.01,309,385,2.06,36.84,1.1,34.7,82,57,130,33,Unsafe
Uttar Pradesh,Kanpur,River,7.13,7.09,5.33,29.85,169,423,6.89,37.43,2.04,35.0,97,85,210,37,Unsafe
Kerala,Kozhikode,Lake,8.19,7.93,3.34,40.71,290,560,9.66,36.16,1.07,22.1,123,82,74,28,Unsafe
Andhra Pradesh,Visakhapatnam,River,7.32,9.04,7.22,25.61,507,829,1.7,5.29,2.01,27.8,150,121,69,55,Poor
Delhi,New Delhi,River,7.67,7.44,4.41,29.08,595,347,5.48,2.36,0.12,19.5,187,55,178,41,Poor
Tamil Nadu,Madurai,Groundwater,7.67,8.1,3.71,15.21,345,211,1.93,32.55,1.15,22.9,217,157,207,47,Poor
Gujarat,Surat,Groundwater,8.5,9.0,6.15,29.49,480,523,4.38,10.12,2.2,20.7,267,86,212,41,Poor
Karnataka,Mysuru,River,8.59,6.3,7.88,26.84,576,663,1.54,26.54,1.75,33.2,218,68,61,17,Unsafe
Kerala,Kozhikode,Groundwater,8.36,6.99,6.53,10.39,576,778,3.32,25.66,0.55,24.0,252,166,133,22,Unsafe
Maharashtra,Mumbai,Lake,8.48,5.34,6.75,23.77,287,340,9.3,37.7,2.01,26.6,159,132,211,6,Unsafe
Delhi,New Delhi,Groundwater,7.07,8.95,1.37,32.78,509,344,4.53,5.38,1.09,33.6,205,136,37,61,Moderate
Karnataka,Mangaluru,Lake,7.03,8.2,5.28,33.15,104,651,2.22,29.24,0.54,29.4,133,165,129,58,Poor
Maharashtra,Mumbai,River,7.92,6.78,6.53,16.45,393,303,0.57,19.49,0.66,33.0,315,149,176,40,Poor
Karnataka,Mangaluru,Lake,6.4,6.24,3.9,19.53,523,792,7.84,6.04,2.4,21.3,145,56,199,29,Unsafe
Tamil Nadu,Madurai,Groundwater,7.92,6.82,2.31,12.8,423,770,4.3,11.79,2.22,26.6,186,152,194,44,Poor
Kerala,Thiruvananthapuram,Reservoir,6.49,7.35,4.32,12.84,96,484,6.23,1.48,2.39,26.1,70,74,151,57,Poor
Telangana,Hyderabad,Groundwater,7.54,7.6,5.3,34.79,170,755,5.04,24.32,0.15,25.1,207,80,149,48,Poor
Gujarat,Ahmedabad,Groundwater,6.38,8.23,2.7,19.88,481,591,5.49,29.98,1.08,32.6,250,70,88,36,Unsafe
Uttar Pradesh,Lucknow,Reservoir,6.9,7.44,6.13,38.74,518,245,8.24,16.9,2.47,18.1,299,42,40,29,Unsafe
Kerala,Thiruvananthapuram,Reservoir,6.96,9.25,7.22,20.39,643,627,3.56,5.09,0.34,20.6,214,22,42,47,Poor
Gujarat,Ahmedabad,River,7.9,8.41,3.16,37.75,168,896,7.42,17.61,2.44,21.4,64,107,125,52,Poor
Uttar Pradesh,Lucknow,Lake,8.58,4.78,7.66,19.54,164,657,6.62,34.16,1.71,31.2,223,129,54,13,Unsafe
Delhi,New Delhi,Groundwater,7.23,5.32,4.24,27.14,147,372,3.46,20.03,1.12,19.5,194,80,146,47,Poor
Uttar Pradesh,Lucknow,River,6.91,4.84,4.96,22.87,509,439,7.9,2.05,0.55,22.3,262,152,39,27,Unsafe
Telangana,Nizamabad,Reservoir,6.43,7.19,5.35,40.14,374,380,8.37,13.66,2.32,21.4,215,135,156,33,Unsafe
Kerala,Kozhikode,River,6.4,6.57,3.07,38.72,686,536,2.32,16.13,1.89,25.4,104,160,56,32,Unsafe
Uttar Pradesh,Lucknow,Reservoir,6.61,8.79,7.6,20.3,432,625,7.59,22.01,0.64,22.8,124,158,171,33,Unsafe
Telangana,Nizamabad,Reservoir,7.33,6.04,1.0,23.17,127,394,1.17,19.28,1.98,33.5,308,31,90,62,Moderate
Maharashtra,Nagpur,Reservoir,7.96,6.64,4.45,25.72,335,180,3.99,14.79,2.34,20.9,124,153,26,41,Poor
Kerala,Kozhikode,Groundwater,6.64,7.18,2.75,26.48,555,388,0.83,33.2,1.91,20.8,222,95,182,37,Unsafe
Kerala,Kochi,Groundwater,7.22,5.66,3.28,38.63,669,289,1.61,9.12,1.48,18.1,271,95,79,39,Unsafe
Karnataka,Mysuru,River,7.72,7.72,7.11,44.36,128,610,0.66,35.34,1.04,23.8,226,151,63,48,Poor
Kerala,Kochi,Lake,8.27,7.06,2.7,16.09,278,396,6.64,36.21,1.39,34.8,265,147,87,31,Unsafe
Tamil Nadu,Coimbatore,Reservoir,7.41,6.67,7.47,35.28,700,868,1.09,32.78,1.04,27.5,112,115,133,22,Unsafe
Andhra Pradesh,Guntur,Lake,6.86,6.62,5.91,31.78,125,221,7.76,14.74,2.02,30.7,279,50,209,43,Poor
Tamil Nadu,Madurai,Reservoir,7.95,5.31,3.05,23.07,477,572,1.31,24.11,0.44,25.4,264,125,110,33,Unsafe
West Bengal,Kolkata,Lake,7.57,6.68,5.01,27.67,469,296,3.42,2.54,1.71,32.9,300,171,26,46,Poor
Delhi,New Delhi,River,7.39,6.88,3.6,22.95,90,337,1.0,13.24,1.51,31.6,201,114,203,65,Moderate
Telangana,Warangal,Lake,6.58,6.39,7.44,32.61,434,440,2.85,28.96,0.92,19.0,154,52,150,27,Unsafe
Kerala,Thiruvananthapuram,River,8.29,5.47,3.27,37.87,420,240,4.64,1.09,2.18,24.9,110,39,106,37,Unsafe
West Bengal,Siliguri,Lake,8.17,5.01,7.48,18.61,227,700,9.57,7.59,1.36,34.6,104,92,212,22,Unsafe
Telangana,Nizamabad,Reservoir,7.26,9.26,5.13,14.81,103,307,5.34,5.34,1.2,20.3,310,52,34,70,Moderate
Delhi,New Delhi,River,6.74,5.92,6.11,16.19,550,813,5.08,12.1,1.88,32.8,102,36,105,27,Unsafe
Delhi,New Delhi,Reservoir,7.06,6.55,6.7,31.01,381,771,9.32,32.75,1.48,33.1,137,83,26,20,Unsafe
Telangana,Nizamabad,Groundwater,7.2,7.53,2.13,16.88,659,627,8.45,9.6,1.92,26.2,275,120,94,37,Unsafe
Uttar Pradesh,Lucknow,Lake,6.46,5.49,4.58,36.45,461,807,3.43,18.62,0.93,20.8,201,134,190,30,Unsafe
Telangana,Warangal,Groundwater,8.2,4.77,5.97,24.95,427,621,2.55,17.21,0.48,22.4,134,131,142,25,Unsafe
Delhi,New Delhi,River,6.36,8.91,2.67,32.38,582,301,9.54,22.85,0.94,28.3,339,104,87,31,Unsafe
West Bengal,Siliguri,River,7.51,5.62,6.1,36.88,343,366,9.42,26.8,1.51,28.3,337,67,38,19,Unsafe
Uttar Pradesh,Kanpur,Lake,6.83,4.88,3.75,15.16,697,522,9.11,4.44,1.54,22.0,117,26,179,18,Unsafe
West Bengal,Kolkata,Groundwater,8.4,8.94,1.47,27.83,525,223,8.32,27.25,1.96,26.6,277,74,69,33,Unsafe
Karnataka,Mysuru,Reservoir,6.76,8.08,6.76,44.49,148,329,6.14,4.91,1.91,25.9,70,169,90,55,Poor
Karnataka,Mangaluru,Reservoir,7.07,9.33,2.55,42.23,182,811,9.02,17.34,1.78,19.8,119,158,123,59,Poor
Kerala,Kozhikode,Lake,7.44,7.38,5.46,37.47,185,875,6.3,11.11,0.77,31.9,146,98,50,51,Poor
Maharashtra,Mumbai,Groundwater,6.75,7.16,6.14,28.82,97,700,2.92,34.54,0.8,26.5,274,81,81,45,Poor
Delhi,New Delhi,Reservoir,8.48,8.43,7.81,33.08,352,712,6.87,14.69,1.16,19.0,241,167,204,33,Unsafe
West Bengal,Kolkata,Groundwater,8.16,8.78,2.09,37.73,366,441,8.52,38.03,1.97,18.3,145,103,115,33,Unsafe
Telangana,Nizamabad,River,6.47,5.03,4.72,23.47,664,320,5.23,29.21,1.87,28.1,322,141,60,10,Unsafe
Karnataka,Mangaluru,Lake,7.11,5.27,2.28,39.1,130,793,4.94,37.86,0.94,30.1,265,143,67,39,Unsafe
Gujarat,Surat,Reservoir,6.78,9.25,7.06,28.77,305,767,9.71,33.79,1.07,23.5,164,47,163,32,Unsafe
Karnataka,Bengaluru,River,8.32,5.27,4.05,21.87,572,187,9.27,34.81,0.64,34.9,264,124,155,2,Unsafe
Uttar Pradesh,Varanasi,Lake,7.56,5.6,6.24,26.8,338,318,3.83,39.52,1.0,31.9,75,146,166,24,Unsafe
Tamil Nadu,Coimbatore,River,7.36,5.78,6.71,20.75,677,563,4.5,27.65,1.23,18.5,233,121,74,16,Unsafe
Karnataka,Bengaluru,Reservoir,8.59,4.77,2.68,31.99,570,453,9.49,3.66,0.29,33.5,81,122,147,16,Unsafe
Andhra Pradesh,Vijayawada,River,6.86,4.83,5.37,31.01,188,199,9.83,17.12,1.34,20.5,128,65,58,27,Unsafe
Andhra Pradesh,Visakhapatnam,Groundwater,7.77,6.91,3.5,21.58,187,183,5.37,3.11,2.33,26.0,311,162,25,55,Poor
Gujarat,Vadodara,Reservoir,6.7,9.21,5.97,27.1,150,775,9.52,34.01,2.05,26.2,145,23,124,40,Poor
Delhi,New Delhi,Groundwater,7.17,6.75,4.15,28.93,350,220,7.4,14.81,1.37,22.2,114,29,124,41,Poor
West Bengal,Siliguri,Reservoir,6.66,5.17,2.34,42.9,627,304,7.72,36.55,1.57,21.7,93,122,217,10,Unsafe
Karnataka,Bengaluru,River,8.0,4.98,1.8,14.91,487,817,7.98,2.09,2.38,28.1,143,93,209,30,Unsafe
Uttar Pradesh,Varanasi,Groundwater,8.35,4.95,4.21,21.48,264,694,0.98,13.93,2.12,32.2,314,31,36,40,Poor
Telangana,Hyderabad,Lake,8.33,7.72,5.34,38.72,145,497,6.1,17.98,1.87,34.0,107,57,103,44,Poor
